0	46.8
0.108	46.8
0.216	47.1
0.324	46.2
0.432	46.2
0.54	46.8
0.648	46.3
0.756	46.7
0.864	46.3
0.972	46.9
1.08	47.4
1.188	46.5
1.296	46.5
1.404	46.6
1.512	46.2
1.62	48.6
1.728	48.7
1.836	47.5
1.944	48.5
2.052	48.2
2.16	47.3
2.268	47.4
2.376	47.5
2.484	47.9
2.592	47.5
2.7	48.3
2.808	47.5
2.916	47.9
3.024	47.6
3.132	47.5
3.24	48.4
3.348	48
3.456	48.4
3.564	48.7
3.672	47.5
3.78	47.8
3.888	47.1
3.996	47.4
4.104	47.3
4.212	46.9
4.32	47.2
4.428	47.5
4.536	47.3
4.644	47.5
4.752	50.2
4.86	48.6
4.968	48.8
5.076	48.3
5.184	48.7
5.292	48.6
5.4	48.3
5.508	48.4
5.616	48.4
5.724	48.5
5.832	49.3
5.94	50
6.048	49.5
6.156	49.5
6.264	48.7
6.372	48.2
6.48	50.5
6.588	50.9
6.696	47.5
6.804	48.5
6.912	48.5
7.02	48
7.128	48.1
7.236	48.5
7.344	49
7.452	48.9
7.56	48.9
7.668	48.1
7.776	47.7
7.884	47.7
7.992	47.8
8.1	49.4
8.208	49.7
8.316	47.5
8.424	48.7
