0	47.4
0.108	48.7
0.216	47.5
0.324	47.9
0.432	47.4
0.54	47.5
0.648	47.6
0.756	47.6
0.864	48
0.972	47.6
1.08	48
1.188	48.3
1.296	48.1
1.404	48.3
1.512	48.6
1.62	50
1.728	49.4
1.836	50
1.944	48.7
2.052	49.1
2.16	48.8
2.268	48.7
2.376	49.2
2.484	49
2.592	49
2.7	50.7
2.808	50
2.916	49.9
3.024	49.9
3.132	49.5
3.24	49.6
3.348	48.9
3.456	49.9
3.564	50.1
3.672	50.4
3.78	49.7
3.888	49.5
3.996	48.8
4.104	48.7
4.212	48.2
4.32	48.8
4.428	49.4
4.536	49.5
4.644	48.9
4.752	48.8
4.86	49.1
4.968	49.9
5.076	50
5.184	48.4
5.292	50.3
5.4	50.6
5.508	50.6
5.616	50.6
5.724	51.2
5.832	51.7
5.94	51.7
6.048	51.8
6.156	53.3
6.264	53.9
6.372	53.2
6.48	54.2
6.588	54
6.696	53.8
6.804	54.9
6.912	56.1
7.02	55.1
7.128	59.3
7.236	57.7
7.344	58.3
7.452	60.1
7.56	62.2
7.668	62.1
7.776	63.4
7.884	63.4
7.992	64.9
8.1	66.1
8.208	65.4
8.316	69.2
8.424	69	
