0	47.3
0.108	46.3
0.216	46.8
0.324	46.9
0.432	46.5
0.54	45.9
0.648	46.8
0.756	46.4
0.864	46.1
0.972	46
1.08	46.5
1.188	46.2
1.296	48.4
1.404	48.4
1.512	46.7
1.62	46.7
1.728	46.5
1.836	46.9
1.944	47.2
2.052	46.4
2.16	47.6
2.268	47.1
2.376	47
2.484	47.9
2.592	47.2
2.7	46.8
2.808	47.3
2.916	47.4
3.024	47.4
3.132	47.3
3.24	48
3.348	47.7
3.456	48.2
3.564	48.3
3.672	47.9
3.78	47.3
3.888	47.2
3.996	47.1
4.104	46.6
4.212	46.4
4.32	47.4
4.428	45.7
4.536	47.1
4.644	47.2
4.752	47.4
4.86	47
4.968	46.3
5.076	46.3
5.184	46.3
5.292	46
5.4	46
5.508	45.8
5.616	46.1
5.724	46.2
5.832	46.2
5.94	47.1
6.048	46.6
6.156	46.6
6.264	47.5
6.372	47.6
6.48	46.8
6.588	46.5
6.696	47.9
6.804	47.9
6.912	48.8
7.02	48.4
7.128	47.1
7.236	47.3
7.344	48.5
7.452	47.9
7.56	48
7.668	47.2
7.776	47.6
7.884	47.2
7.992	47.5
8.1	47.2
8.208	47.2
8.316	47.2
8.424	47.7
