0	48.6
0.108	48.4
0.216	48
0.324	50.4
0.432	48.8
0.54	48.2
0.648	49.4
0.756	49.5
0.864	49.4
0.972	48.7
1.08	48.9
1.188	48.5
1.296	48.9
1.404	48.4
1.512	49.9
1.62	50.5
1.728	50
1.836	50.5
1.944	49.5
2.052	48.9
2.16	50.3
2.268	51.1
2.376	50.8
2.484	49.8
2.592	49.4
2.7	49.8
2.808	50.7
2.916	51.7
3.024	51.4
3.132	51.8
3.24	51.5
3.348	50.9
3.456	51.2
3.564	51.9
3.672	51
3.78	50.9
3.888	51.8
3.996	51.7
4.104	50
4.212	51.1
4.32	51.7
4.428	50.9
4.536	52.3
4.644	52.1
4.752	53.5
4.86	54
4.968	53.7
5.076	54.9
5.184	55
5.292	53.7
5.4	55.4
5.508	55.5
5.616	55.6
5.724	58.3
5.832	58
5.94	60.3
6.048	60
6.156	61.3
6.264	61.5
6.372	56.7
6.48	62.2
6.588	72.1
6.696	90
