0	48.2
0.108	47.8
0.216	47.8
0.324	48
0.432	48
0.54	48.3
0.648	48.6
0.756	47.7
0.864	47.9
0.972	48.7
1.08	48.8
1.188	48.3
1.296	47.9
1.404	47.6
1.512	47.8
1.62	49
1.728	48.6
1.836	49.2
1.944	48.6
2.052	48.4
2.16	49.1
2.268	49.1
2.376	47.8
2.484	48.1
2.592	48.1
2.7	48.6
2.808	49.1
2.916	48.7
3.024	48.2
3.132	49.2
3.24	49.5
3.348	48.4
3.456	49
3.564	49.1
3.672	48.7
3.78	48.4
3.888	49.5
3.996	49.3
4.104	48.4
4.212	48.5
4.32	48.1
4.428	48.9
4.536	48.7
4.644	48.2
4.752	48
4.86	48.5
4.968	49.7
5.076	48.4
5.184	48.5
5.292	48.9
5.4	50.1
5.508	50.1
5.616	49.6
5.724	49.7
5.832	50.1
5.94	51.5
6.048	51.2
6.156	50
6.264	52.1
6.372	52.1
6.48	50.3
6.588	51
6.696	52.3
6.804	50.9
6.912	51.3
7.02	50.5
7.128	53.3
7.236	53.3
7.344	51.6
7.452	53.5
7.56	51.1
7.668	51.2
7.776	53.1
7.884	53.1
7.992	51.5
8.1	54.5
8.208	52.3
8.316	52.6
8.424	54.5
