0	49.1
0.108	49
0.216	48.4
0.324	49.8
0.432	48.5
0.54	48.6
0.648	50.1
0.756	49.2
0.864	50.1
0.972	50.1
1.08	50.3
1.188	49.5
1.296	49.8
1.404	49
1.512	50.5
1.62	50.5
1.728	50
1.836	51.4
1.944	50.6
2.052	50.5
2.16	50.1
2.268	50
2.376	51.2
2.484	50.4
2.592	50.9
2.7	50.9
2.808	51.1
2.916	50.5
3.024	50.8
3.132	50.6
3.24	50.4
3.348	51.7
3.456	51.8
3.564	52.6
3.672	51.5
3.78	51.3
3.888	51.6
3.996	51.7
4.104	50.5
4.212	50.6
4.32	51.1
4.428	52
4.536	52.2
4.644	52.1
4.752	51.9
4.86	51.7
4.968	51.7
5.076	52.1
5.184	52.8
5.292	52.5
5.4	52.8
5.508	52.8
5.616	53.1
5.724	53.7
5.832	53.1
5.94	53.2
6.048	53.8
6.156	55.5
6.264	85.8
