0	47.7
0.108	48.4
0.216	47.3
0.324	47.5
0.432	47.5
0.54	48.2
0.648	48.2
0.756	47.2
0.864	47.3
0.972	47.5
1.08	49.7
1.188	49.2
1.296	48.2
1.404	48.9
1.512	48.6
1.62	48.9
1.728	48
1.836	48.5
1.944	47.6
2.052	48.1
2.16	50.2
2.268	50.5
2.376	48.2
2.484	47.8
2.592	48.4
2.7	51.2
2.808	52
2.916	50.2
3.024	49.7
3.132	49.4
3.24	48.5
3.348	49
3.456	48.9
3.564	48.2
3.672	48.2
3.78	48.1
3.888	48.3
3.996	48.7
4.104	47.8
4.212	47.8
4.32	48.1
4.428	48.6
4.536	48.6
4.644	48.7
4.752	48.6
4.86	48.8
4.968	48.9
5.076	49
5.184	50.6
5.292	50.1
5.4	50.6
5.508	50.6
5.616	51
5.724	51
5.832	51.5
5.94	51.3
6.048	52.2
6.156	52
6.264	53.2
6.372	52.2
6.48	54.3
6.588	52.5
6.696	52.9
6.804	52.9
6.912	54.6
7.02	53.9
7.128	54
7.236	55.1
7.344	55.2
7.452	56.5
7.56	58.2
7.668	58.2
7.776	59.1
7.884	59.1
7.992	59.1
8.1	60.4
8.208	67.6
8.316	62.6
8.424	63.2
