0	48.4
0.108	48.9
0.216	48.2
0.324	48.7
0.432	48.8
0.54	48.6
0.648	48.5
0.756	50.3
0.864	48.5
0.972	49.5
1.08	49
1.188	47.8
1.296	49.1
1.404	48.4
1.512	48.5
1.62	49
1.728	48.2
1.836	50
1.944	48.8
2.052	50
2.16	48.8
2.268	48.2
2.376	48.9
2.484	48.8
2.592	48.3
2.7	48.1
2.808	47.5
2.916	47.8
3.024	48.6
3.132	48.2
3.24	48.6
3.348	49
3.456	49.1
3.564	48.8
3.672	48.8
3.78	48.9
3.888	48.3
3.996	47.9
4.104	48.4
4.212	47.5
4.32	47.5
4.428	47.8
4.536	49.8
4.644	49.2
4.752	49.6
4.86	50.5
4.968	49.5
5.076	50.7
5.184	49
5.292	49.1
5.4	49.3
5.508	48.8
5.616	51
5.724	48.3
5.832	48.4
5.94	49.5
6.048	48.9
6.156	48.9
6.264	48.7
6.372	48.5
6.48	48.5
6.588	49.1
6.696	50.4
6.804	50.4
6.912	50.4
7.02	50
7.128	49.3
7.236	48.8
7.344	49.2
7.452	49.3
7.56	49.3
7.668	49.7
7.776	49.3
7.884	49.9
7.992	49.2
8.1	50
8.208	48.3
8.316	48.6
8.424	48.8
