0	47.1
0.108	47.2
0.216	47
0.324	47.4
0.432	48.4
0.54	47.3
0.648	47.7
0.756	49.3
0.864	48.5
0.972	48.1
1.08	47.9
1.188	48.2
1.296	49.1
1.404	47.4
1.512	49.9
1.62	49.4
1.728	49
1.836	52.6
1.944	52.6
2.052	49.1
2.16	51
2.268	49.8
2.376	50.5
2.484	51
2.592	50.2
2.7	49.2
2.808	50.5
2.916	51.5
3.024	51.1
3.132	50.2
3.24	51
3.348	50.6
3.456	51.4
3.564	51.3
3.672	51.1
3.78	51.7
3.888	52.2
3.996	51.1
4.104	50.8
4.212	51.4
4.32	51.2
4.428	51.7
4.536	52.6
4.644	53.1
4.752	53.3
4.86	52.6
4.968	52.4
5.076	53.8
5.184	53.2
5.292	53.4
5.4	53.8
5.508	54.4
5.616	54.6
5.724	55.2
5.832	55
5.94	55
6.048	54.2
6.156	54.2
6.264	57.3
6.372	57.3
6.48	56.7
6.588	56.7
6.696	56
6.804	57.4
6.912	57.4
7.02	57
7.128	57
7.236	57
7.344	57.1
7.452	58.3
7.56	58.3
7.668	58.3
7.776	57.1
7.884	57.1
7.992	58.3
8.1	58.3
8.208	59.5
8.316	58.6
8.424	58.3
